Floor,Range,Beginning,Map,Text
3 East (Middle),41,DB1.A31,http://mulibraries.missouri.edu/images/maps/3eastm.gif,"Elevator: choose 3R. Turn left and walk straight ahead.  Take the first available left.  You are now in 3 East (Middle)."
3 East (Middle),42,DC611 .L731 .S6,http://mulibraries.missouri.edu/images/maps/3eastm.gif,"Elevator: choose 3R. Turn left and walk straight ahead.  Take the first available left.  You are now in 3 East (Middle)."
3 East (Middle),43,DC611 .P951 .P7,http://mulibraries.missouri.edu/images/maps/3eastm.gif,"Elevator: choose 3R. Turn left and walk straight ahead.  Take the first available left.  You are now in 3 East (Middle)."
3 East (Middle),44,DC801 .M345 .A6,http://mulibraries.missouri.edu/images/maps/3eastm.gif,"Elevator: choose 3R. Turn left and walk straight ahead.  Take the first available left.  You are now in 3 East (Middle)."
3 East (Middle),45,DD66 .A5,http://mulibraries.missouri.edu/images/maps/3eastm.gif,"Elevator: choose 3R. Turn left and walk straight ahead.  Take the first available left.  You are now in 3 East (Middle)."
3 East (Middle),46,DD231 .R17 .A3,http://mulibraries.missouri.edu/images/maps/3eastm.gif,"Elevator: choose 3R. Turn left and walk straight ahead.  Take the first available left.  You are now in 3 East (Middle)."
3 East (Middle),47,DD491 .B21 .B4,http://mulibraries.missouri.edu/images/maps/3eastm.gif,"Elevator: choose 3R. Turn left and walk straight ahead.  Take the first available left.  You are now in 3 East (Middle)."
3 East (Middle),48,DD801 .B23 .Z4,http://mulibraries.missouri.edu/images/maps/3eastm.gif,"Elevator: choose 3R. Turn left and walk straight ahead.  Take the first available left.  You are now in 3 East (Middle)."
3 East (Middle),49,DD801 .S32 .C6,http://mulibraries.missouri.edu/images/maps/3eastm.gif,"Elevator: choose 3R. Turn left and walk straight ahead.  Take the first available left.  You are now in 3 East (Middle)."
3 East (Middle),50,DD901 .R4 .C76,http://mulibraries.missouri.edu/images/maps/3eastm.gif,"Elevator: choose 3R. Turn left and walk straight ahead.  Take the first available left.  You are now in 3 East (Middle)."
3 East (Middle),51,DE2 .D5,http://mulibraries.missouri.edu/images/maps/3eastm.gif,"Elevator: choose 3R. Turn left and walk straight ahead.  Take the first available left.  You are now in 3 East (Middle)."
3 East (Middle),52,DF10 .B9,http://mulibraries.missouri.edu/images/maps/3eastm.gif,"Elevator: choose 3R. Turn left and walk straight ahead.  Take the first available left.  You are now in 3 East (Middle)."
3 East (Middle),53,DF77 .A52,http://mulibraries.missouri.edu/images/maps/3eastm.gif,"Elevator: choose 3R. Turn left and walk straight ahead.  Take the first available left.  You are now in 3 East (Middle)."
3 East (Middle),54,DF235 .C3,http://mulibraries.missouri.edu/images/maps/3eastm.gif,"Elevator: choose 3R. Turn left and walk straight ahead.  Take the first available left.  You are now in 3 East (Middle)."
3 East (Middle),55,DF503 .M5,http://mulibraries.missouri.edu/images/maps/3eastm.gif,"Elevator: choose 3R. Turn left and walk straight ahead.  Take the first available left.  You are now in 3 East (Middle)."
3 East (Middle),56,DG11 .P66,http://mulibraries.missouri.edu/images/maps/3eastm.gif,"Elevator: choose 3R. Turn left and walk straight ahead.  Take the first available left.  You are now in 3 East (Middle)."
3 East (Middle),57,DG88 .L34,http://mulibraries.missouri.edu/images/maps/3eastm.gif,"Elevator: choose 3R. Turn left and walk straight ahead.  Take the first available left.  You are now in 3 East (Middle)."
3 East (Middle),58,DG311 .J6,http://mulibraries.missouri.edu/images/maps/3eastm.gif,"Elevator: choose 3R. Turn left and walk straight ahead.  Take the first available left.  You are now in 3 East (Middle)."
3 East (Middle),59,DG463.8 .E7 .B25,http://mulibraries.missouri.edu/images/maps/3eastm.gif,"Elevator: choose 3R. Turn left and walk straight ahead.  Take the first available left.  You are now in 3 East (Middle)."
3 East (South),59,DG677.85 .C69,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),60,DH403 .A2,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),61,DJ1 .N4,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),62,DF261.T2,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),63,DG637.E67,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),64,DG807.4B49,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),65,DH901.H4,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),66,DK1 .A375,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),67,DK186 .M39,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),68,DK459 .U67,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),69,DL601 .H6,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),70,DP302 .C4 .B6,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),71,DR211 .A6,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),72,DS2 .H3,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),73,DS63.1 .A43,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),74,DS109.913 .F58,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),75,DS149 .A336,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),76,DS417 .A35,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),77,DS485 .M8 .G7,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),78,DS701 .C7,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),79,DS863 .G63,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),80,DT57 .C4,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),81,DT471 .P6,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),82,DX151 .T74,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),83,E78 .F6 .J92,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),84,E99 .K9 .W34,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),85,E166 .N93,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),86,E175.5 .T83 .A43,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),87,E184 .I8,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),88,E185.97,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),89,E441 .F44,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),90,E668 .D83,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),91,E840.2 .M35,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),92,F144 .P68 .M74,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),93,F345 .B47,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),94,F591 .P56,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),95,F1001 .C27,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),96,F1401 .A587,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),97,F1758 .A38,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),98,F3401 .M552,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),99,G1 .P44,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),100,G59 .J34,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),101,G1201 .F7 .U45,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),102,GC1 .L5,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),103,GN1 .E4,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),104,GN58 .P25 .M38,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),105,GN659 .K5 .P4,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),106,GN805 .P3,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),107,GR139.3 .A4 .P3,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),108,GV201 .J612,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),109,GV855.5 .T73 .S5,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),110,GV1663 .S87,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),111,H1 .S6,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),112,H45 .K3,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),113,HA201 1910 .A15,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),114,HA1213 .A4,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),115,HB1 .J7,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),116,HB74 .P49 .M57,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),117,HB241 .B67,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),118,HC10 .J58,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),119,HC79 .F3 .A76,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),120,HC107 .A13 .S94,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),121,HC254 .B7,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),122,HC461 .I5,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),123,HD30.23 .H64,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),124,HD62.5 .S556,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),125,HD830.3 .Z63 .A35,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),126,HD1916 .E97,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),127,HD4140.7 .D425,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),128,HD5724 .H37,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),129,HD6971 .B7,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),130,HD7804 .I6,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),131,HD8724 .T34,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),132,HD9560.1 .O66 .R87,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
3 East (South),133,HE9855 .U18,http://mulibraries.missouri.edu/images/maps/3easts.gif,"Elevator: choose 3R. You are now in 3 East (South)."
4 East (North),1,AP85 .N4,http://mulibraries.missouri.edu/images/maps/4WestN.gif,"Elevator: choose 3. Turn right, through the doorway marked 4 East and up a short flight of stairs. Go straight passed the open doorway marked 4C10. The book stacks on your left are located in 4 East (North)."
4 East (North),2,AP63 .C669,http://mulibraries.missouri.edu/images/maps/4WestN.gif,"Elevator: choose 3. Turn right, through the doorway marked 4 East and up a short flight of stairs. Go straight passed the open doorway marked 4C10. The book stacks on your left are located in 4 East (North)."
4 East (North),3,AP37 .P6,http://mulibraries.missouri.edu/images/maps/4WestN.gif,"Elevator: choose 3. Turn right, through the doorway marked 4 East and up a short flight of stairs. Go straight passed the open doorway marked 4C10. The book stacks on your left are located in 4 East (North)."
4 East (North),4,AP30 .N5,http://mulibraries.missouri.edu/images/maps/4WestN.gif,"Elevator: choose 3. Turn right, through the doorway marked 4 East and up a short flight of stairs. Go straight passed the open doorway marked 4C10. The book stacks on your left are located in 4 East (North)."
4 East (North),5,AP20 .E8,http://mulibraries.missouri.edu/images/maps/4WestN.gif,"Elevator: choose 3. Turn right, through the doorway marked 4 East and up a short flight of stairs. Go straight passed the open doorway marked 4C10. The book stacks on your left are located in 4 East (North)."
4 East (North),6,AP4 .S6,http://mulibraries.missouri.edu/images/maps/4WestN.gif,"Elevator: choose 3. Turn right, through the doorway marked 4 East and up a short flight of stairs. Go straight passed the open doorway marked 4C10. The book stacks on your left are located in 4 East (North)."
4 East (North),7,AP4 .I3,http://mulibraries.missouri.edu/images/maps/4WestN.gif,"Elevator: choose 3. Turn right, through the doorway marked 4 East and up a short flight of stairs. Go straight passed the open doorway marked 4C10. The book stacks on your left are located in 4 East (North)."
4 East (North),8,AP2 .T72,http://mulibraries.missouri.edu/images/maps/4WestN.gif,"Elevator: choose 3. Turn right, through the doorway marked 4 East and up a short flight of stairs. Go straight passed the open doorway marked 4C10. The book stacks on your left are located in 4 East (North)."
4 East (North),9,AP2 .S5,http://mulibraries.missouri.edu/images/maps/4WestN.gif,"Elevator: choose 3. Turn right, through the doorway marked 4 East and up a short flight of stairs. Go straight passed the open doorway marked 4C10. The book stacks on your left are located in 4 East (North)."
4 East (North),10,AP2 .S48,http://mulibraries.missouri.edu/images/maps/4WestN.gif,"Elevator: choose 3. Turn right, through the doorway marked 4 East and up a short flight of stairs. Go straight passed the open doorway marked 4C10. The book stacks on your left are located in 4 East (North)."
4 East (North),11,AP2 .P8,http://mulibraries.missouri.edu/images/maps/4WestN.gif,"Elevator: choose 3. Turn right, through the doorway marked 4 East and up a short flight of stairs. Go straight passed the open doorway marked 4C10. The book stacks on your left are located in 4 East (North)."
4 East (North),12,AP2 .N6772,http://mulibraries.missouri.edu/images/maps/4WestN.gif,"Elevator: choose 3. Turn right, through the doorway marked 4 East and up a short flight of stairs. Go straight passed the open doorway marked 4C10. The book stacks on your left are located in 4 East (North)."
4 East (North),13,AP2 .N6168,http://mulibraries.missouri.edu/images/maps/4WestN.gif,"Elevator: choose 3. Turn right, through the doorway marked 4 East and up a short flight of stairs. Go straight passed the open doorway marked 4C10. The book stacks on your left are located in 4 East (North)."
4 East (North),14,AP2 .M2334,http://mulibraries.missouri.edu/images/maps/4WestN.gif,"Elevator: choose 3. Turn right, through the doorway marked 4 East and up a short flight of stairs. Go straight passed the open doorway marked 4C10. The book stacks on your left are located in 4 East (North)."
4 East (North),15,AP2 .H3,http://mulibraries.missouri.edu/images/maps/4WestN.gif,"Elevator: choose 3. Turn right, through the doorway marked 4 East and up a short flight of stairs. Go straight passed the open doorway marked 4C10. The book stacks on your left are located in 4 East (North)."
4 East (North),16,AP2 .C38,http://mulibraries.missouri.edu/images/maps/4WestN.gif,"Elevator: choose 3. Turn right, through the doorway marked 4 East and up a short flight of stairs. Go straight passed the open doorway marked 4C10. The book stacks on your left are located in 4 East (North)."
4 East (North),17,AM101 .P295843,http://mulibraries.missouri.edu/images/maps/4WestN.gif,"Elevator: choose 3. Turn right, through the doorway marked 4 East and up a short flight of stairs. Go straight passed the open doorway marked 4C10. The book stacks on your left are located in 4 East (North)."
4 East (North),18,AE61 .G73,http://mulibraries.missouri.edu/images/maps/4WestN.gif,"Elevator: choose 3. Turn right, through the doorway marked 4 East and up a short flight of stairs. Go straight passed the open doorway marked 4C10. The book stacks on your left are located in 4 East (North)."
4 East (North),19,AC1 .A4,http://mulibraries.missouri.edu/images/maps/4WestN.gif,"Elevator: choose 3. Turn right, through the doorway marked 4 East and up a short flight of stairs. Go straight passed the open doorway marked 4C10. The book stacks on your left are located in 4 East (North)."
4 East (Middle),20,M241 .L6,http://mulibraries.missouri.edu/images/maps/4WestC.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East. The book stacks on your left are located in 4 East (Middle)."
4 East (Middle),21,M3.1 .B2,http://mulibraries.missouri.edu/images/maps/4WestC.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East. The book stacks on your left are located in 4 East (Middle)."
4 East (Middle),22,M3. M896,http://mulibraries.missouri.edu/images/maps/4WestC.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East. The book stacks on your left are located in 4 East (Middle)."
4 East (Middle),23,M3 .B51,http://mulibraries.missouri.edu/images/maps/4WestC.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East. The book stacks on your left are located in 4 East (Middle)."
4 East (Middle),24,M2 .M638,http://mulibraries.missouri.edu/images/maps/4WestC.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East. The book stacks on your left are located in 4 East (Middle)."
4 East (Middle),25,M1 .A13,http://mulibraries.missouri.edu/images/maps/4WestC.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East. The book stacks on your left are located in 4 East (Middle)."
4 East (Middle),26,AS911 .F6,http://mulibraries.missouri.edu/images/maps/4WestC.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East. The book stacks on your left are located in 4 East (Middle)."
4 East (Middle),27,AS301 .L45,http://mulibraries.missouri.edu/images/maps/4WestC.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East. The book stacks on your left are located in 4 East (Middle)."
4 East (Middle),28,AS262 .S3663,http://mulibraries.missouri.edu/images/maps/4WestC.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East. The book stacks on your left are located in 4 East (Middle)."
4 East (Middle),29,AS244. A52,http://mulibraries.missouri.edu/images/maps/4WestC.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East. The book stacks on your left are located in 4 East (Middle)."
4 East (Middle),30,AS222 .V424,http://mulibraries.missouri.edu/images/maps/4WestC.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East. The book stacks on your left are located in 4 East (Middle)."
4 East (Middle),31,AS222. L616,http://mulibraries.missouri.edu/images/maps/4WestC.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East. The book stacks on your left are located in 4 East (Middle)."
4 East (Middle),32,AS182 .M232,http://mulibraries.missouri.edu/images/maps/4WestC.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East. The book stacks on your left are located in 4 East (Middle)."
4 East (Middle),33,AS162 .T83,http://mulibraries.missouri.edu/images/maps/4WestC.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East. The book stacks on your left are located in 4 East (Middle)."
4 East (Middle),34,AS142 .V325,http://mulibraries.missouri.edu/images/maps/4WestC.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East. The book stacks on your left are located in 4 East (Middle)."
4 East (Middle),35,AS142 .V312,http://mulibraries.missouri.edu/images/maps/4WestC.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East. The book stacks on your left are located in 4 East (Middle)."
4 East (Middle),36,AS122 .L52,http://mulibraries.missouri.edu/images/maps/4WestC.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East. The book stacks on your left are located in 4 East (Middle)."
4 East (Middle),37,AS36 .R35,http://mulibraries.missouri.edu/images/maps/4WestC.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East. The book stacks on your left are located in 4 East (Middle)."
4 East (Middle),38,AS36 .R29,http://mulibraries.missouri.edu/images/maps/4WestC.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East. The book stacks on your left are located in 4 East (Middle)."
4 East (Middle),39,AS36 .B3,http://mulibraries.missouri.edu/images/maps/4WestC.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East. The book stacks on your left are located in 4 East (Middle)."
4 East (Middle),40,AS30 .M513,http://mulibraries.missouri.edu/images/maps/4WestC.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East. The book stacks on your left are located in 4 East (Middle)."
4 East (Middle),41,AS2 .M6,http://mulibraries.missouri.edu/images/maps/4WestC.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East. The book stacks on your left are located in 4 East (Middle)."
4 East (South),42,M1000 .A35,http://mulibraries.missouri.edu/images/maps/4WestS.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East.  The book stacks on your right are located in 4 East (South)."
4 East (South),43,M1503 .H235,http://mulibraries.missouri.edu/images/maps/4WestS.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East.  The book stacks on your right are located in 4 East (South)."
4 East (South),44,ML1 .A5,http://mulibraries.missouri.edu/images/maps/4WestS.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East.  The book stacks on your right are located in 4 East (South)."
4 East (South),45,ML1 .S32,http://mulibraries.missouri.edu/images/maps/4WestS.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East.  The book stacks on your right are located in 4 East (South)."
4 East (South),46,ML5 .O883,http://mulibraries.missouri.edu/images/maps/4WestS.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East.  The book stacks on your right are located in 4 East (South)."
4 East (South),47,ML106 .N4,http://mulibraries.missouri.edu/images/maps/4WestS.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East.  The book stacks on your right are located in 4 East (South)."
4 East (South),48,ML200.8 .N5,http://mulibraries.missouri.edu/images/maps/4WestS.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East.  The book stacks on your right are located in 4 East (South)."
4 East (South),49,ML410 .M9,http://mulibraries.missouri.edu/images/maps/4WestS.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East.  The book stacks on your right are located in 4 East (South)."
4 East (South),50,ML552 .O7,http://mulibraries.missouri.edu/images/maps/4WestS.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East.  The book stacks on your right are located in 4 East (South)."
4 East (South),51,ML3797 .F5,http://mulibraries.missouri.edu/images/maps/4WestS.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East.  The book stacks on your right are located in 4 East (South)."
4 East (South),52,MT220 .C65,http://mulibraries.missouri.edu/images/maps/4WestS.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East.  The book stacks on your right are located in 4 East (South)."
4 East (South),53,N1 .B95,http://mulibraries.missouri.edu/images/maps/4WestS.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East.  The book stacks on your right are located in 4 East (South)."
4 East (South),54,N2 .G3,http://mulibraries.missouri.edu/images/maps/4WestS.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East.  The book stacks on your right are located in 4 East (South)."
4 East (South),55,N4 .A53,http://mulibraries.missouri.edu/images/maps/4WestS.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East.  The book stacks on your right are located in 4 East (South)."
4 East (South),56,N66 .R64,http://mulibraries.missouri.edu/images/maps/4WestS.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East.  The book stacks on your right are located in 4 East (South)."
4 East (South),57,N2450 .V5,http://mulibraries.missouri.edu/images/maps/4WestS.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East.  The book stacks on your right are located in 4 East (South)."
4 East (South),58,N5930 .B4,http://mulibraries.missouri.edu/images/maps/4WestS.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East.  The book stacks on your right are located in 4 East (South)."
4 East (South),59,N6537 .B49,http://mulibraries.missouri.edu/images/maps/4WestS.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East.  The book stacks on your right are located in 4 East (South)."
4 East (South),60,N6853 .F25,http://mulibraries.missouri.edu/images/maps/4WestS.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East.  The book stacks on your right are located in 4 East (South)."
4 East (South),61,N6981 .A45,http://mulibraries.missouri.edu/images/maps/4WestS.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East.  The book stacks on your right are located in 4 East (South)."
4 East (South),62,N7452 .G6,http://mulibraries.missouri.edu/images/maps/4WestS.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East.  The book stacks on your right are located in 4 East (South)."
4 East (South),63,NA1. A6,http://mulibraries.missouri.edu/images/maps/4WestS.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East.  The book stacks on your right are located in 4 East (South)."
4 East (South),64,NA380 .A6,http://mulibraries.missouri.edu/images/maps/4WestS.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East.  The book stacks on your right are located in 4 East (South)."
4 East (South),65,NA1086 .D7,http://mulibraries.missouri.edu/images/maps/4WestS.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East.  The book stacks on your right are located in 4 East (South)."
4 East (South),66,NA4800 .S5,http://mulibraries.missouri.edu/images/maps/4WestS.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East.  The book stacks on your right are located in 4 East (South)."
4 East (South),67,NA7100 .H65,http://mulibraries.missouri.edu/images/maps/4WestS.gif,"Elevator:  choose 4R.  Turn left, through the doorway marked 4 East.  The book stacks on your right are located in 4 East (South)."
